单位编码,单位名称,医院项目编码,医院项目名称,国标编码,国标名称,备注
,南京江宁卫生信息平台,H18.056,角膜血沉着,H18.001,角膜沉着物,
,南京江宁卫生信息平台,H16.002,角膜穿孔,H16.007,角膜穿孔,
,南京江宁卫生信息平台,S05.603,角膜穿通伤,S05.601,角膜穿通伤,
,南京江宁卫生信息平台,S05.203,角膜穿通伤伴玻璃体嵌顿,S05.204,角膜穿通伤伴玻璃体嵌顿,
,南京江宁卫生信息平台,S05.206,角膜穿透伤伴玻璃体溢出,S05.204,角膜穿通伤伴玻璃体嵌顿,
,南京江宁卫生信息平台,S05.204,角膜穿通伤伴虹膜嵌顿,S05.201,角膜穿通伤伴虹膜嵌顿,
,南京江宁卫生信息平台,S05.209,角膜穿通伤伴虹膜脱出,S05.202,角膜穿通伤伴虹膜脱垂,
,南京江宁卫生信息平台,S05.205,角膜穿通伤伴晶状体嵌顿,S05.203,角膜穿通伤伴晶状体嵌顿,
,南京江宁卫生信息平台,C69.101,角膜恶性肿瘤,C69.100,角膜恶性肿瘤,
,南京江宁卫生信息平台,H18.801,角膜干燥症,H18.803,角膜干燥症,
,南京江宁卫生信息平台,T26.601,角膜和结膜碱性烧伤,T26.600,角膜和结合膜囊腐蚀伤,
,南京江宁卫生信息平台,T26.151,角膜和结合膜囊烧伤,T26.100,角膜和结合膜囊烧伤,
,南京江宁卫生信息平台,H18.002,角膜黑变病(早老性)(老年性)[黑色素沉着],H18.002,角膜黑变病,
,南京江宁卫生信息平台,H18.701,角膜后弹力层膨出,H18.702,角膜后弹性层膨出,
,南京江宁卫生信息平台,T26.605,角膜化学性烧伤,T26.602,角膜化学性烧伤,
,南京江宁卫生信息平台,H17.902,角膜混浊 NOS,H17.902,角膜混浊,
,南京江宁卫生信息平台,H17.151,中心性角膜混浊,H17.100,角膜混浊，其他中心性,
,南京江宁卫生信息平台,H18.703,球形角膜,H18.700,角膜畸形，其他的,
,南京江宁卫生信息平台,H18.751,角膜突出,H18.700,角膜畸形，其他的,
,南京江宁卫生信息平台,H18.752,角膜扩张,H18.700,角膜畸形，其他的,
,南京江宁卫生信息平台,H18.901,陈旧性角膜炎,H18.900,角膜疾患,
,南京江宁卫生信息平台,H18.951,角膜疾患 NOS,H18.900,角膜疾患,
,南京江宁卫生信息平台,T26.602,角膜碱性烧伤,T26.603,角膜碱性烧伤,
,南京江宁卫生信息平台,A18.553+,结核性间质性角膜炎,A18.506？,角膜结核,
,南京江宁卫生信息平台,A18.554+,结核性角膜结膜炎(间质性)(小泡性),A18.506？,角膜结核,
,南京江宁卫生信息平台,A18.504+,角膜结核,A18.506？,角膜结核,
,南京江宁卫生信息平台,H16.201,暴露性角膜结膜炎,H16.200,角膜结膜炎,
,南京江宁卫生信息平台,H16.251,结节性眼炎,H16.200,角膜结膜炎,
,南京江宁卫生信息平台,H16.252,角膜结膜炎,H16.200,角膜结膜炎,
,南京江宁卫生信息平台,H16.805,大疱性角膜结膜炎,H16.200,角膜结膜炎,
,南京江宁卫生信息平台,H16.001,病毒性角膜溃疡,H16.000,角膜溃疡,
,南京江宁卫生信息平台,H16.003,角膜溃疡,H16.000,角膜溃疡,
,南京江宁卫生信息平台,H16.051,周边性角膜溃疡,H16.000,角膜溃疡,
,南京江宁卫生信息平台,H16.054,环形性角膜溃疡,H16.000,角膜溃疡,
,南京江宁卫生信息平台,H16.055,角膜炎伴角膜溃疡,H16.000,角膜溃疡,
,南京江宁卫生信息平台,H16.005,眼角膜溃疡穿孔,H16.001,角膜溃疡性穿孔,
,南京江宁卫生信息平台,H18.405,老年环,H18.401,角膜老年环,
,南京江宁卫生信息平台,D31.101,角膜良性肿瘤,D31.100,角膜良性肿瘤,
,南京江宁卫生信息平台,S05.302,角膜裂伤,S05.301,角膜裂伤,
,南京江宁卫生信息平台,H44.403,角膜瘘,H44.401,角膜瘘,
,南京江宁卫生信息平台,H18.802,角膜内皮失代偿,H18.808,角膜内皮失代偿,
,南京江宁卫生信息平台,H16.302,角膜脓肿,H16.302,角膜脓肿,
,南京江宁卫生信息平台,H18.804,角膜皮赘,H18.805,角膜皮赘,
,南京江宁卫生信息平台,H20.951,角膜葡萄膜炎,H20.901,角膜葡萄膜炎,
,南京江宁卫生信息平台,H18.702,角膜葡萄肿,H18.701,角膜葡萄肿,
,南京江宁卫生信息平台,H18.055,角膜积血,H18.800,角膜其他特指的疾患,
,南京江宁卫生信息平台,H18.805,角膜切口瘘,H18.800,角膜其他特指的疾患,
,南京江宁卫生信息平台,H18.807,角膜炎性肿物,H18.800,角膜其他特指的疾患,
,南京江宁卫生信息平台,H18.852,角膜感觉减退,H18.800,角膜其他特指的疾患,
,南京江宁卫生信息平台,H18.853,角膜感觉缺失,H18.800,角膜其他特指的疾患,
,南京江宁卫生信息平台,H18.051,角膜色素沉着物,H18.000,角膜色素沉着和沉着物,
,南京江宁卫生信息平台,H18.052,凯泽－弗莱舍尔环(角膜),H18.000,角膜色素沉着和沉着物,
,南京江宁卫生信息平台,H18.053,克鲁肯贝格梭,H18.000,角膜色素沉着和沉着物,
,南京江宁卫生信息平台,H18.054,施特里线[角膜色素线],H18.000,角膜色素沉着和沉着物,
,南京江宁卫生信息平台,H18.806,角膜上皮脱落,H18.806,角膜上皮脱落,
,南京江宁卫生信息平台,T26.101,角膜烧伤,T26.101,角膜烧伤,
,南京江宁卫生信息平台,H18.201,角膜水肿,H18.200,角膜水肿，其他的,
,南京江宁卫生信息平台,T26.603,角膜酸性烧伤,T26.604,角膜酸性烧伤,
,南京江宁卫生信息平台,S05.803,角膜损伤,S05.803,角膜损伤,
,南京江宁卫生信息平台,H16.401,角膜血管翳,H16.401,角膜血管翳,
,南京江宁卫生信息平台,H18.003,角膜血染,H18.003,角膜血染,
,南京江宁卫生信息平台,H16.901,角膜炎,H16.900,角膜炎,
,南京江宁卫生信息平台,H16.951,卡他性角膜炎,H16.900,角膜炎,
,南京江宁卫生信息平台,A50.301+,点状角膜炎,H16.800,角膜炎，其他的,
,南京江宁卫生信息平台,H16.151,光性角膜炎,H16.800,角膜炎，其他的,
,南京江宁卫生信息平台,H16.153,晕性角膜炎,H16.800,角膜炎，其他的,
,南京江宁卫生信息平台,H16.155,光化性眼炎,H16.800,角膜炎，其他的,
,南京江宁卫生信息平台,H16.804,疫苗接种角膜炎,H16.800,角膜炎，其他的,
,南京江宁卫生信息平台,H16.806,粘连性角膜炎,H16.800,角膜炎，其他的,
,南京江宁卫生信息平台,H16.807,反应性角膜炎,H16.800,角膜炎，其他的,
,南京江宁卫生信息平台,H16.811,束状角膜炎,H16.800,角膜炎，其他的,
,南京江宁卫生信息平台,H16.851,干燥性角膜炎,H16.800,角膜炎，其他的,
,南京江宁卫生信息平台,H16.852,石化性角膜炎,H16.800,角膜炎，其他的,
,南京江宁卫生信息平台,H16.853,小泡性角膜炎,H16.800,角膜炎，其他的,
,南京江宁卫生信息平台,H16.854,巩膜角膜炎,H16.800,角膜炎，其他的,
,南京江宁卫生信息平台,Z94.701,角膜移植术后,Z94.700,角膜移植状态,
,南京江宁卫生信息平台,T15.001,角膜异物,T15.000,角膜异物,
,南京江宁卫生信息平台,H18.502,角膜营养不良,H18.502,角膜营养不良,
,南京江宁卫生信息平台,H18.551,富克斯营养不良,H18.502,角膜营养不良,
,南京江宁卫生信息平台,H18.553,皮性角膜营养不良,H18.502,角膜营养不良,
,南京江宁卫生信息平台,H18.554,富克斯氏综合征[富克斯氏异色性睫状体炎],H18.502,角膜营养不良,
,南京江宁卫生信息平台,D09.201,角膜原位癌,D09.202,角膜原位癌,
,南京江宁卫生信息平台,H17.803,角膜云翳,H17.802,角膜云翳,
,南京江宁卫生信息平台,T49.451,角质层分离药、角质层增生药和其他毛发治疗的药物和制剂中毒,T49.400,角质层分离药、角质层增生药和其他毛发治疗的药物和制剂中毒,
,南京江宁卫生信息平台,L13.152,角质层下小脓疱性皮炎,L13.100,角质层下小脓疱性皮炎,
,南京江宁卫生信息平台,K56.203,绞窄性肠梗阻,K56.201,绞窄性肠梗阻,
,南京江宁卫生信息平台,K40.301,绞窄性腹股沟疝(单侧),K40.310,绞窄性腹股沟疝,
,南京江宁卫生信息平台,K45.051,绞窄性腹疝伴梗阻不伴坏疽,K45.003,绞窄性腹疝伴肠梗阻,
,南京江宁卫生信息平台,K41.302,绞窄性股疝(单侧),K41.301,绞窄性股疝,
,南京江宁卫生信息平台,I84.151,绞窄性内痔,I84.103,绞窄性内痔,
,南京江宁卫生信息平台,K46.001,绞窄性小肠疝,K46.001,绞窄性小肠疝,
,南京江宁卫生信息平台,Z47.951,眼科的矫形术及手术治疗的随诊医疗,Z47.900,矫形外科的随诊医疗,
,南京江宁卫生信息平台,Z47.851,更换、检查或取除外部固定或牵引装置的随诊医疗,Z47.800,矫形外科的随诊医疗，其他特指的,
,南京江宁卫生信息平台,Z47.852,更换、检查或取除石膏绷带装置的随诊医疗,Z47.800,矫形外科的随诊医疗，其他特指的,
,南京江宁卫生信息平台,T84.751,其他内部矫形外科装置、植入物和移植物引起的感染和炎症性反应,T84.700,矫形外科假体装置、植入物和移植物引起的感染和炎症性反应，其他内部的,
,南京江宁卫生信息平台,Z46.751,矫形外科用的支架装置的安装和调整,Z46.700,矫形外科用装置的安装和调整,
,南京江宁卫生信息平台,Z46.752,矫形外科用的石膏绷带装置的安装和调整,Z46.700,矫形外科用装置的安装和调整,
,南京江宁卫生信息平台,Z46.753,矫形外科用的围腰装置的安装和调整,Z46.700,矫形外科用装置的安装和调整,
,南京江宁卫生信息平台,Z46.754,矫形外科用的鞋装置的安装和调整,Z46.700,矫形外科用装置的安装和调整,
,南京江宁卫生信息平台,T84.451,其他内部矫形外科装置、植入物和移植物的机械性并发症,T84.400,矫形外科装置、植入物和移植物的机械性并发症，其他内部的,
,南京江宁卫生信息平台,E51.101,脚气病,E51.100,脚气病,
,南京江宁卫生信息平台,E51.102+,糙皮病性多神经病,E51.100,脚气病,
,南京江宁卫生信息平台,E51.103+,脚气病性多神经炎,E51.100,脚气病,
,南京江宁卫生信息平台,E51.104+,脚气病性心脏病,E51.100,脚气病,
,南京江宁卫生信息平台,E51.151+,湿性脚气病,E51.100,脚气病,
,南京江宁卫生信息平台,E51.152,干性脚气病,E51.100,脚气病,
,南京江宁卫生信息平台,B35.301,足癣,B35.300,脚癣,
,南京江宁卫生信息平台,B35.351,足皮真菌病,B35.300,脚癣,
,南京江宁卫生信息平台,Z20.551,接触和暴露于病毒性肝炎,Z20.500,接触和暴露于病毒性肝炎,
,南京江宁卫生信息平台,Z20.052,接触和暴露于肠道传染病,Z20.000,接触和暴露于肠道传染病,
,南京江宁卫生信息平台,Z20.951,接触和暴露于未特指的传染病,Z20.900,接触和暴露于传染病,
,南京江宁卫生信息平台,Z20.451,接触和暴露于风疹,Z20.400,接触和暴露于风疹,
,南京江宁卫生信息平台,Z20.151,接触和暴露于结核病,Z20.100,接触和暴露于结核病,
,南京江宁卫生信息平台,Z20.351,接触和暴露于狂犬病,Z20.300,接触和暴露于狂犬病,
,南京江宁卫生信息平台,Z20.851,接触和暴露于其他传染病,Z20.800,接触和暴露于其他传染病,
,南京江宁卫生信息平台,Z20.651,接触和暴露于人类免疫缺陷病毒[HIV],Z20.600,接触和暴露于人类免疫缺陷病毒\[HIV\],
,南京江宁卫生信息平台,Z20.751,接触和暴露于虱病、螨病和其他病虫侵染,Z20.700,接触和暴露于虱病、螨病和其他病虫侵染,
,南京江宁卫生信息平台,Z20.251,接触和暴露于主要为性传播模式的传染病,Z20.200,接触和暴露于主要为性传播模式的传染病,
,南京江宁卫生信息平台,L25.901,接触性皮炎 NOS,L25.900,接触性皮炎,
,南京江宁卫生信息平台,L25.951,职业性皮炎,L25.900,接触性皮炎,
,南京江宁卫生信息平台,L25.952,接触性湿疹 NOS,L25.900,接触性皮炎,
,南京江宁卫生信息平台,L25.801,昆虫性皮炎,L25.800,接触性皮炎，其他物质引起的,
,南京江宁卫生信息平台,L25.851,其他物质引起的未特指的接触性皮炎,L25.800,接触性皮炎，其他物质引起的,
,南京江宁卫生信息平台,L50.651,接触性荨麻疹,L50.600,接触性荨麻疹,
,南京江宁卫生信息平台,B46.951,藻菌病,B46.900,接合菌病,
,南京江宁卫生信息平台,B46.952,接合菌病 NOS,B46.900,接合菌病,
,南京江宁卫生信息平台,B46.851,蝇疫霉病,B46.800,接合菌病，其他的,
,南京江宁卫生信息平台,Z04.951,未特指原因接受的检查和观察,Z04.900,接受检查和观察,
,南京江宁卫生信息平台,Z04.952,观察 NOS,Z04.900,接受检查和观察,
,南京江宁卫生信息平台,Z04.651,接受权威机构要求的一般性精神病学检查,Z04.600,接受权威机构要求的一般精神科检查,
,南京江宁卫生信息平台,Z04.051,接受血中酒精和血中药物检查,Z04.000,接受血中酒精和血中药物检验,
,南京江宁卫生信息平台,M99.095,节段性和躯体性机能障碍,M99.000,节段性和躯体性功能障碍,
,南京江宁卫生信息平台,T63.451,有毒的昆虫咬伤(蛰伤),T63.400,节肢动物的毒液的毒性效应，其他的,
,南京江宁卫生信息平台,A94.051,虫媒病毒感染,A94.x00,节肢动物媒介的病毒性发热,
,南京江宁卫生信息平台,A93.801,其它蜱媒介的出血热,A93.800,节肢动物媒介的病毒性发热，其他特指的,
,南京江宁卫生信息平台,A93.851,皮里病毒病,A93.800,节肢动物媒介的病毒性发热，其他特指的,
,南京江宁卫生信息平台,A93.852,疱疹性口炎病毒病[印地安纳热],A93.800,节肢动物媒介的病毒性发热，其他特指的,
,南京江宁卫生信息平台,A85.251,节肢动物媒介的病毒性脑炎 NOS,A85.200,节肢动物媒介的病毒性脑炎,
,南京江宁卫生信息平台,B88.251,肠蜣螂病,B88.200,节肢动物侵染，其他的,
,南京江宁卫生信息平台,S36.5051,结肠穿孔,K63.103,结肠穿孔,
,南京江宁卫生信息平台,D37.401,结肠交界恶性肿瘤,D37.400,结肠动态未定或动态未知的肿瘤,
,南京江宁卫生信息平台,C18.902,结肠恶性肿瘤 NOS,C18.900,结肠恶性肿瘤,
,南京江宁卫生信息平台,C18.951,大肠恶性肿瘤,C18.900,结肠恶性肿瘤,
,南京江宁卫生信息平台,C18.301,结肠肝曲恶性肿瘤,C18.300,结肠肝曲恶性肿瘤,
,南京江宁卫生信息平台,D12.351,结肠肝曲良性肿瘤,D12.301,结肠肝曲良性肿瘤,
,南京江宁卫生信息平台,C19.X51,结肠、直肠恶性肿瘤,C19.x01,结肠和直肠恶性肿瘤,
,南京江宁卫生信息平台,K63.806,结肠黑变病,K63.812,结肠黑变病,
,南京江宁卫生信息平台,K63.801,结肠积气,K63.809,结肠积气,
,南京江宁卫生信息平台,C78.502,结肠继发恶性肿瘤,C78.504,结肠继发恶性肿瘤,
,南京江宁卫生信息平台,C78.504,乙状结肠继发恶性肿瘤,C78.504,结肠继发恶性肿瘤,
,南京江宁卫生信息平台,C18.802,盲肠升结肠恶性肿瘤,C18.800,结肠交搭跨越恶性肿瘤的损害,
,南京江宁卫生信息平台,C18.851,结肠交搭跨越的恶性肿瘤,C18.800,结肠交搭跨越恶性肿瘤的损害,
,南京江宁卫生信息平台,K50.102,结肠克隆氏病[结肠节段性肠炎],K50.102,结肠克罗恩病,
,南京江宁卫生信息平台,K63.301,结肠溃疡,K63.305,结肠溃疡,
,南京江宁卫生信息平台,K59.351,结肠扩张,K59.301,结肠扩张,
,南京江宁卫生信息平台,D12.602,结肠良性肿瘤,D12.600,结肠良性肿瘤,
,南京江宁卫生信息平台,K63.206,结肠瘘,K63.204,结肠瘘,
,南京江宁卫生信息平台,K63.851,结肠囊肿,K63.810,结肠囊肿,
,南京江宁卫生信息平台,T18.451,结肠内异物,T18.400,结肠内异物,
,南京江宁卫生信息平台,K56.252,结肠纽结,K56.203,结肠扭转,
,南京江宁卫生信息平台,K56.253,乙状结肠扭转,K56.203,结肠扭转,
,南京江宁卫生信息平台,C18.501,脾曲恶性肿瘤,C18.500,结肠脾曲恶性肿瘤,
,南京江宁卫生信息平台,C18.551,脾曲结肠恶性肿瘤,C18.500,结肠脾曲恶性肿瘤,
,南京江宁卫生信息平台,D12.352,结肠脾曲良性肿瘤,D12.302,结肠脾曲良性肿瘤,
,南京江宁卫生信息平台,K57.301,结肠憩室,K57.303,结肠憩室,
,南京江宁卫生信息平台,K57.251,结肠憩室病伴有腹膜炎,K57.202,结肠憩室伴腹膜炎,
,南京江宁卫生信息平台,K57.302,结肠憩室炎,K57.304,结肠憩室炎,
,南京江宁卫生信息平台,S36.501,结肠破裂,S36.500,结肠损伤,
,南京江宁卫生信息平台,S36.5052,结肠挫伤,S36.500,结肠损伤,
,南京江宁卫生信息平台,K56.151,结肠套叠,K56.101,结肠套叠,
,南京江宁卫生信息平台,K63.501,结肠息肉,K63.500,结肠息肉,
,南京江宁卫生信息平台,C48.153,结肠系膜恶性肿瘤,C48.102,结肠系膜恶性肿瘤,
,南京江宁卫生信息平台,C45.152,结肠系膜恶性间皮瘤 (M90500/3),C45.102,结肠系膜间皮瘤,
,南京江宁卫生信息平台,K63.402,结肠下垂,K63.401,结肠下垂,
,南京江宁卫生信息平台,C18.901,结肠的腺瘤恶变,C18.901,结肠腺瘤恶变,
,南京江宁卫生信息平台,D12.603,结肠腺瘤样息肉病 (M82200/0),D12.602,结肠腺瘤样息肉病,
,南京江宁卫生信息平台,D12.651,结肠腺瘤样息肉,D12.602,结肠腺瘤样息肉病,
,南京江宁卫生信息平台,K63.207,结肠胸腔瘘,J86.002,结肠胸腔瘘,
,南京江宁卫生信息平台,K55.251,结肠血管发育异常,K55.200,结肠血管发育不良,
,南京江宁卫生信息平台,K55.802,结肠血管扩张,K55.201,结肠血管扩张症,
